Match_Id,Team_1,Team_2,Match_Date,Season_Id,Venue_Id,Toss_Winner,Toss_Decide,Win_Type,Win_Margin,Outcome_type,Match_Winner,Man_of_the_Match
734004,2,5,2014-05-11,7,1,2,2,2,5,1,5,310
734006,11,7,2014-05-12,7,7,11,2,2,7,1,7,208
734008,3,5,2014-05-13,7,28,5,2,2,5,1,3,35
734010,2,6,2014-05-13,7,1,6,1,1,16,1,2,27
734012,11,4,2014-05-14,7,7,4,1,2,6,1,4,62
734014,1,7,2014-05-14,7,20,1,1,2,6,1,1,46
734016,5,6,2014-05-15,7,19,6,1,1,62,1,5,85
734018,3,2,2014-05-18,7,28,3,2,2,5,1,2,110
734020,11,1,2014-05-18,7,7,11,2,2,7,1,1,232
734022,5,7,2014-05-19,7,19,7,2,1,25,1,7,19
734024,6,4,2014-05-19,7,3,4,1,2,4,1,4,374
734026,11,2,2014-05-20,7,7,2,2,2,7,1,11,187
734028,1,3,2014-05-20,7,5,1,1,2,8,1,1,46
734030,4,7,2014-05-21,7,2,7,1,2,7,1,7,383
734032,1,2,2014-05-22,7,5,2,1,1,30,1,1,46
734034,3,11,2014-05-22,7,28,11,1,2,6,1,11,187
734036,7,6,2014-05-23,7,4,6,1,1,15,1,7,19
734038,4,5,2014-05-23,7,2,5,1,1,16,1,4,100
734040,2,3,2014-05-24,7,1,3,1,2,8,1,3,20
734042,1,11,2014-05-24,7,5,1,1,2,4,1,1,31
734044,4,6,2014-05-25,7,2,4,1,2,7,1,4,345
734046,7,5,2014-05-25,7,4,7,1,2,5,1,7,372
734048,4,1,2014-05-27,7,5,4,1,1,28,1,1,232
734050,3,7,2014-05-28,7,18,3,1,2,7,1,3,21
734052,3,4,2014-05-30,7,4,3,1,1,24,1,4,41
734054,1,4,2014-06-01,7,1,1,1,2,3,1,1,96
829710,1,7,2015-04-08,8,5,1,1,2,7,1,1,190
829712,3,6,2015-04-09,8,8,6,1,1,1,1,3,73
829714,4,5,2015-04-10,8,32,4,1,1,26,1,5,310
829716,3,11,2015-04-11,8,8,3,2,1,45,1,3,2
829718,1,2,2015-04-11,8,5,2,1,2,3,1,2,162
829720,6,5,2015-04-12,8,3,5,1,2,3,1,5,394
829722,7,4,2015-04-12,8,4,7,1,1,18,1,4,197
829724,2,11,2015-04-13,8,1,11,1,2,8,1,11,187
829726,5,7,2015-04-14,8,19,7,2,2,7,1,5,306
829728,1,3,2015-04-30,8,5,1,1,2,7,1,1,334
829730,4,6,2015-04-15,8,32,4,2,2,5,1,6,260
829732,11,5,2015-04-16,8,25,5,1,2,6,1,5,85
829734,7,3,2015-04-17,8,4,7,2,2,6,1,3,73
829736,11,6,2015-04-18,8,25,6,2,1,4,1,6,154
829738,4,1,2015-04-18,8,32,1,1,2,4,1,1,334
829740,5,3,2015-04-19,8,19,3,2,2,8,1,5,85
829742,2,7,2015-04-19,8,1,2,1,1,18,1,7,50
829744,6,1,2015-04-20,8,3,1,1,2,6,1,1,232
829746,5,4,2015-04-21,8,19,4,1,4,,3,4,100
829748,11,1,2015-04-22,8,25,1,1,1,16,1,11,187
829750,2,3,2015-04-22,8,1,2,1,1,27,1,3,21
829752,6,7,2015-04-23,8,3,7,1,1,37,1,6,393
829754,5,2,2015-04-24,8,19,2,1,2,9,1,2,378
829756,7,11,2015-04-25,8,4,7,2,1,20,1,7,194
829758,3,4,2015-04-25,8,8,3,2,1,97,1,3,2
829762,6,2,2015-04-26,8,3,2,1,2,10,1,2,296
829764,4,11,2015-04-27,8,2,4,1,1,20,1,11,458
829766,1,6,2015-05-07,8,5,1,2,1,13,1,1,67
829768,2,5,2015-04-29,8,1,5,1,3,,2,,
829770,3,1,2015-04-28,8,8,1,1,1,2,1,3,71
829772,6,4,2015-05-01,8,3,6,1,2,9,1,6,371
829774,7,5,2015-05-01,8,4,5,1,1,8,1,7,208
829776,2,1,2015-05-02,8,1,2,1,2,7,1,2,236
829778,11,3,2015-05-02,8,7,3,1,1,22,1,11,187
829780,4,7,2015-05-03,8,2,7,2,1,23,1,7,383
829782,5,6,2015-05-03,8,18,6,1,1,14,1,5,85
829784,3,2,2015-05-04,8,8,3,2,1,24,1,3,21
829786,1,11,2015-05-04,8,5,11,1,1,35,1,1,232
829788,7,6,2015-05-05,8,4,6,2,2,5,1,7,50
829790,2,4,2015-05-06,8,1,4,1,1,138,1,2,162
829792,5,11,2015-05-07,8,18,5,1,1,7,1,11,216
829794,3,7,2015-05-08,8,8,3,2,2,6,1,7,400
829796,1,4,2015-05-09,8,5,4,2,2,1,1,1,334
829798,6,11,2015-05-09,8,27,11,2,1,6,1,11,163
829800,7,2,2015-05-10,8,4,2,2,1,39,1,2,110
829802,3,5,2015-05-10,8,8,3,2,1,12,1,3,35
829804,11,4,2015-05-11,8,7,11,2,1,5,1,11,187
829806,6,3,2015-05-12,8,27,3,2,2,6,1,6,15
829808,4,2,2015-05-13,8,2,2,1,1,22,1,4,374
829810,7,1,2015-05-14,8,4,1,1,1,5,1,7,400
829812,11,2,2015-05-15,8,7,11,2,2,6,1,2,8
829814,4,3,2015-05-16,8,2,4,2,2,7,1,3,322
829816,5,1,2015-05-16,8,18,5,2,1,9,1,5,32
829818,2,6,2015-05-17,8,1,2,1,3,,2,,
829820,11,7,2015-05-17,8,7,11,2,2,9,1,7,403
829822,3,7,2015-05-19,8,4,7,2,1,25,1,7,221
829824,2,5,2015-05-20,8,32,2,2,1,71,1,2,110
829826,3,2,2015-05-22,8,28,3,1,2,3,1,3,73
829828,7,3,2015-05-24,8,5,3,1,1,41,1,7,57
980906,7,12,2016-04-09,9,4,7,2,2,9,1,12,85
980908,1,6,2016-04-10,9,5,1,1,2,9,1,1,334
980910,4,13,2016-04-11,9,33,13,1,2,5,1,13,254
980912,2,11,2016-04-12,9,1,11,1,1,45,1,2,110
980914,1,7,2016-04-13,9,5,7,1,2,6,1,7,57
980916,13,12,2016-04-14,9,34,12,2,2,7,1,13,254
980918,6,4,2016-04-15,9,3,6,1,2,8,1,6,136
980920,11,1,2016-04-16,9,7,11,2,2,8,1,1,40
980922,7,13,2016-04-16,9,4,13,1,2,3,1,13,254
980924,4,12,2016-04-17,9,33,12,2,2,6,1,4,345
980926,2,6,2016-04-17,9,1,6,1,2,7,1,6,355
980928,11,7,2016-04-18,9,7,11,1,2,7,1,11,187
980930,4,1,2016-04-19,9,33,1,1,2,6,1,1,46
980932,7,2,2016-04-20,9,4,7,1,2,6,1,7,57
980934,13,11,2016-04-21,9,34,11,1,2,10,1,11,299
980936,12,2,2016-04-22,9,32,12,1,1,13,1,2,110
980938,6,7,2016-04-23,9,3,7,1,1,10,1,6,351
980940,11,4,2016-04-23,9,7,11,1,2,5,1,11,460
980942,13,2,2016-04-24,9,34,2,2,2,6,1,13,8
980944,12,1,2016-04-24,9,32,1,1,2,2,1,1,308
980946,4,7,2016-04-25,9,33,4,1,1,25,1,7,17
980948,11,12,2016-04-26,9,7,12,1,1,34,1,12,106
980950,6,13,2016-04-27,9,3,6,1,1,1,1,13,350
980952,7,1,2016-04-28,9,4,7,1,2,6,1,7,57
980954,12,13,2016-04-29,9,32,13,1,2,3,1,13,147
980956,6,1,2016-04-30,9,3,1,1,1,27,1,6,408
980958,11,2,2016-04-30,9,7,2,1,1,15,1,11,187
980960,13,4,2016-05-01,9,34,13,1,1,23,1,4,374
980962,12,7,2016-05-01,9,32,7,1,2,8,1,7,57
980964,2,1,2016-05-02,9,1,1,1,2,5,1,1,334
980966,13,6,2016-05-03,9,34,6,1,2,8,1,6,420
980968,1,4,2016-05-04,9,5,4,1,1,7,1,1,334
980970,6,12,2016-05-05,9,3,12,1,2,7,1,12,85
980972,11,13,2016-05-06,9,7,11,1,2,5,1,11,299
980974,2,12,2016-05-07,9,1,2,1,2,7,1,2,8
980976,4,6,2016-05-07,9,33,6,1,1,9,1,4,409
980978,7,11,2016-05-08,9,25,7,1,1,85,1,11,73
980980,1,13,2016-05-08,9,5,13,1,2,5,1,13,14
980982,4,2,2016-05-09,9,33,4,1,1,1,1,2,32
980984,12,11,2016-05-10,9,25,11,2,1,4,1,11,430
980986,2,7,2016-05-11,9,1,7,1,2,6,1,7,413
980988,11,6,2016-05-12,9,7,6,1,2,7,1,6,350
980990,7,4,2016-05-13,9,25,7,2,2,7,1,4,409
980992,2,13,2016-05-14,9,1,13,1,1,144,1,2,110
980994,1,12,2016-05-14,9,5,12,2,2,8,1,1,31
980996,4,11,2016-05-15,9,33,4,2,2,7,1,11,427
980998,7,6,2016-05-15,9,25,6,1,1,80,1,7,413
981000,1,2,2016-05-16,9,5,2,1,2,9,1,2,8
981002,12,6,2016-05-17,9,25,12,1,1,19,1,12,106
981004,2,4,2016-05-18,9,1,4,1,1,82,1,2,8
981006,13,1,2016-05-19,9,35,13,1,2,6,1,13,147
981008,6,11,2016-05-20,9,27,6,1,2,6,1,6,339
981010,12,4,2016-05-21,9,25,4,2,2,4,1,12,20
981012,13,7,2016-05-21,9,35,13,1,2,6,1,13,21
981014,1,11,2016-05-22,9,5,11,1,1,22,1,1,31
981016,6,2,2016-05-22,9,27,2,1,2,6,1,2,8
981018,13,2,2016-05-24,9,1,2,1,2,4,1,2,110
981020,11,1,2016-05-25,9,3,1,1,1,22,1,11,163
981022,13,11,2016-05-27,9,3,11,1,2,4,1,11,187
981024,2,11,2016-05-29,9,1,11,2,1,8,1,11,385
